state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,class
43.0,50.0,510,3552.0,0,0,0.0,188.9,94.0,32.11,203.9,104.0,17.33,151.8,124.0,6.83,11.6,8.0,3.13,3,0
24.0,103.0,408,2358.0,0,1,24.0,111.8,85.0,19.01,239.6,102.0,20.37,268.3,81.0,12.07,6.9,4.0,1.86,1,0
28.0,84.0,415,3831.0,0,1,33.0,159.1,106.0,27.05,149.8,101.0,12.73,213.4,108.0,9.6,13.0,18.0,3.51,1,0
23.0,92.0,510,908.0,0,0,0.0,212.4,105.0,36.11,224.6,118.0,19.09,221.3,105.0,9.96,9.0,4.0,2.43,1,0
33.0,77.0,415,2663.0,0,0,0.0,142.3,112.0,24.19,306.3,111.0,26.04,196.5,82.0,8.84,9.9,1.0,2.67,1,0
34.0,64.0,415,970.0,1,0,0.0,346.8,55.0,58.96,249.5,79.0,21.21,275.4,102.0,12.39,13.3,9.0,3.59,1,1
9.0,159.0,415,685.0,0,1,15.0,113.9,102.0,19.36,145.3,146.0,12.35,195.2,137.0,8.78,11.8,9.0,3.19,1,0
16.0,110.0,415,2214.0,1,1,27.0,267.9,103.0,45.54,263.3,74.0,22.38,178.1,106.0,8.01,8.3,2.0,2.24,1,1
33.0,138.0,510,3567.0,0,0,0.0,171.4,117.0,29.14,115.2,128.0,9.79,224.5,115.0,10.1,17.0,4.0,4.59,3,0
33.0,178.0,408,1682.0,0,0,0.0,275.4,150.0,46.82,187.5,62.0,15.94,147.1,126.0,6.62,13.6,3.0,3.67,1,0
40.0,38.0,415,2483.0,0,1,31.0,197.2,118.0,33.52,249.9,70.0,21.24,298.9,104.0,13.45,3.9,2.0,1.05,0,0
22.0,50.0,415,1779.0,0,1,35.0,192.6,97.0,32.74,135.2,101.0,11.49,216.2,101.0,9.73,7.9,2.0,2.13,2,0
22.0,45.0,510,2506.0,0,1,26.0,91.7,104.0,15.59,150.6,119.0,12.8,63.3,103.0,2.85,7.7,5.0,2.08,1,0
42.0,70.0,510,3547.0,0,0,0.0,126.3,99.0,21.47,141.6,106.0,12.04,255.9,96.0,11.52,9.6,2.0,2.59,0,0
34.0,147.0,510,4960.0,0,1,33.0,251.5,107.0,42.76,234.1,110.0,19.9,213.4,87.0,9.6,10.4,6.0,2.81,3,0
33.0,94.0,510,2723.0,0,0,0.0,190.6,108.0,32.4,152.3,95.0,12.95,144.7,97.0,6.51,7.5,5.0,2.03,1,0
14.0,179.0,510,1075.0,0,0,0.0,116.1,101.0,19.74,201.8,99.0,17.15,181.9,103.0,8.19,11.6,5.0,3.13,0,0
25.0,116.0,415,4775.0,0,0,0.0,217.3,91.0,36.94,216.1,95.0,18.37,148.1,76.0,6.66,11.3,3.0,3.05,2,0
28.0,59.0,510,1252.0,0,0,0.0,179.4,80.0,30.5,232.5,99.0,19.76,175.8,105.0,7.91,14.7,3.0,3.97,0,0
27.0,165.0,415,156.0,0,0,0.0,207.7,109.0,35.31,164.8,94.0,14.01,54.5,91.0,2.45,7.9,3.0,2.13,0,0
22.0,133.0,408,3158.0,0,0,0.0,277.3,138.0,47.14,228.4,117.0,19.41,117.3,103.0,5.28,12.8,4.0,3.46,2,1
42.0,140.0,415,2332.0,0,0,0.0,125.3,84.0,21.3,167.6,121.0,14.25,260.6,94.0,11.73,8.4,4.0,2.27,1,0
46.0,93.0,408,4271.0,0,1,32.0,138.1,91.0,23.48,167.3,72.0,14.22,238.9,115.0,10.75,6.8,3.0,1.84,2,0
36.0,52.0,510,4513.0,0,1,38.0,169.3,88.0,28.78,225.9,97.0,19.2,172.0,86.0,7.74,8.2,3.0,2.21,0,0
8.0,64.0,415,3920.0,0,1,27.0,201.3,101.0,34.22,143.8,89.0,12.22,150.2,127.0,6.76,12.3,3.0,3.32,1,0
28.0,12.0,510,2692.0,1,0,0.0,216.7,117.0,36.84,116.5,126.0,9.9,220.0,110.0,9.9,9.8,4.0,2.65,2,0
37.0,48.0,415,4125.0,0,0,0.0,190.4,92.0,32.37,317.5,85.0,26.99,133.4,113.0,6.0,8.3,4.0,2.24,2,0
34.0,181.0,408,702.0,0,0,0.0,143.3,91.0,24.36,195.5,58.0,16.62,223.3,95.0,10.05,6.0,7.0,1.62,1,0
24.0,168.0,415,658.0,0,1,42.0,97.4,57.0,16.56,203.6,98.0,17.31,173.9,124.0,7.83,11.4,2.0,3.08,2,0
9.0,155.0,415,846.0,0,0,0.0,181.4,111.0,30.84,167.7,92.0,14.25,168.5,122.0,7.58,11.3,3.0,3.05,3,0
28.0,105.0,510,928.0,0,0,0.0,246.4,83.0,41.89,256.2,101.0,21.78,169.0,151.0,7.61,3.8,4.0,1.03,0,0
34.0,11.0,415,3863.0,0,0,0.0,143.4,130.0,24.38,289.4,50.0,24.6,194.0,100.0,8.73,9.7,6.0,2.62,2,0
28.0,182.0,415,3809.0,0,0,0.0,104.9,111.0,17.83,198.5,120.0,16.87,258.2,91.0,11.62,8.0,5.0,2.16,2,0
34.0,104.0,415,571.0,0,0,0.0,156.2,93.0,26.55,193.0,54.0,16.41,222.7,94.0,10.02,13.1,5.0,3.54,1,0
35.0,102.0,415,788.0,0,0,0.0,114.8,125.0,19.52,81.9,126.0,6.96,304.3,101.0,13.69,12.0,4.0,3.24,0,0
1.0,122.0,415,478.0,0,0,0.0,232.5,96.0,39.53,205.5,120.0,17.47,213.7,91.0,9.62,11.9,2.0,3.21,0,0
40.0,41.0,415,218.0,0,0,0.0,143.6,117.0,24.41,152.4,108.0,12.95,194.4,110.0,8.75,8.6,3.0,2.32,1,0
10.0,132.0,415,4796.0,0,0,0.0,176.7,132.0,30.04,244.1,80.0,20.75,176.3,120.0,7.93,9.1,4.0,2.46,2,0
50.0,76.0,415,4281.0,0,0,0.0,263.4,148.0,44.78,230.3,69.0,19.58,170.6,101.0,7.68,11.4,5.0,3.08,1,1
49.0,13.0,415,373.0,0,0,0.0,146.4,74.0,24.89,148.5,92.0,12.62,216.7,96.0,9.75,11.3,3.0,3.05,1,0
11.0,115.0,415,480.0,0,1,33.0,145.0,72.0,24.65,194.5,157.0,16.53,242.3,138.0,10.9,14.2,3.0,3.83,2,0
49.0,67.0,408,4169.0,0,0,0.0,167.8,91.0,28.53,167.7,69.0,14.25,110.3,71.0,4.96,8.4,12.0,2.27,1,0
18.0,154.0,510,3196.0,0,0,0.0,166.9,99.0,28.37,154.9,97.0,13.17,189.4,89.0,8.52,7.2,5.0,1.94,0,0
2.0,100.0,510,1885.0,0,0,0.0,142.5,87.0,24.23,195.7,88.0,16.63,122.1,117.0,5.49,7.8,8.0,2.11,2,0
0.0,146.0,510,2914.0,1,0,0.0,133.0,65.0,22.61,262.8,93.0,22.34,214.3,128.0,9.64,11.2,3.0,3.02,1,0
7.0,148.0,415,2625.0,0,1,11.0,252.9,129.0,42.99,284.3,88.0,24.17,262.8,99.0,11.83,12.3,1.0,3.32,1,0
1.0,67.0,415,596.0,0,1,28.0,95.0,94.0,16.15,291.2,73.0,24.75,159.6,114.0,7.18,10.0,2.0,2.7,2,0
44.0,161.0,510,79.0,1,0,0.0,194.2,106.0,33.01,249.4,105.0,21.2,254.9,129.0,11.47,12.9,1.0,3.48,1,1
16.0,70.0,415,2223.0,0,0,0.0,222.8,114.0,37.88,215.9,113.0,18.35,223.5,122.0,10.06,0.0,0.0,0.0,1,0
23.0,116.0,510,523.0,0,0,0.0,201.8,82.0,34.31,231.5,95.0,19.68,226.1,130.0,10.17,16.5,5.0,4.46,0,0
45.0,99.0,415,3824.0,0,1,42.0,216.0,125.0,36.72,232.3,104.0,19.75,215.5,100.0,9.7,9.3,4.0,2.51,2,1
44.0,87.0,415,4450.0,0,0,0.0,146.3,108.0,24.87,171.8,102.0,14.6,167.5,66.0,7.54,5.3,9.0,1.43,1,0
15.0,87.0,510,2940.0,0,0,0.0,234.8,85.0,39.92,140.9,91.0,11.98,204.3,93.0,9.19,9.5,5.0,2.57,1,0
6.0,70.0,408,636.0,0,0,0.0,198.6,111.0,33.76,213.9,115.0,18.18,171.2,105.0,7.7,10.6,6.0,2.86,2,0
8.0,131.0,408,3206.0,0,0,0.0,94.4,80.0,16.05,215.1,101.0,18.28,179.7,108.0,8.09,13.1,9.0,3.54,2,0
46.0,119.0,510,3962.0,0,0,0.0,190.4,74.0,32.37,215.6,113.0,18.33,161.2,111.0,7.25,10.0,1.0,2.7,2,0
24.0,119.0,408,3260.0,0,1,32.0,142.6,77.0,24.24,208.2,126.0,17.7,171.0,102.0,7.69,12.0,2.0,3.24,3,0
39.0,87.0,510,4961.0,1,0,0.0,134.2,80.0,22.81,165.0,71.0,14.03,173.1,102.0,7.79,10.7,5.0,2.89,0,0
4.0,112.0,415,587.0,0,0,0.0,111.9,92.0,19.02,114.0,143.0,9.69,146.8,79.0,6.61,14.1,3.0,3.81,5,1
39.0,75.0,415,337.0,0,0,0.0,122.8,89.0,20.88,211.3,104.0,17.96,261.4,91.0,11.76,10.7,2.0,2.89,2,0
6.0,150.0,510,4461.0,0,0,0.0,189.3,77.0,32.18,220.9,105.0,18.78,238.7,117.0,10.74,9.2,5.0,2.48,4,0
15.0,161.0,510,2824.0,0,1,38.0,240.4,112.0,40.87,201.8,102.0,17.15,206.1,112.0,9.27,16.1,6.0,4.35,0,0
9.0,91.0,510,3161.0,1,1,24.0,93.5,112.0,15.9,183.4,128.0,15.59,240.7,133.0,10.83,9.9,3.0,2.67,0,0
16.0,124.0,415,2298.0,0,0,0.0,158.6,104.0,26.96,211.2,77.0,17.95,179.3,104.0,8.07,10.2,8.0,2.75,3,0
34.0,94.0,510,4734.0,1,0,0.0,243.2,109.0,41.34,147.0,88.0,12.5,94.9,99.0,4.27,7.2,4.0,1.94,4,0
43.0,217.0,408,3022.0,0,0,0.0,176.4,115.0,29.99,158.8,128.0,13.5,306.6,107.0,13.8,9.3,3.0,2.51,4,0
39.0,158.0,510,1988.0,0,0,0.0,220.9,129.0,37.55,242.2,108.0,20.59,233.3,75.0,10.5,6.4,5.0,1.73,0,0
33.0,102.0,415,2390.0,0,0,0.0,144.4,87.0,24.55,266.5,128.0,22.65,217.6,59.0,9.79,7.1,7.0,1.92,0,0
44.0,85.0,510,15.0,0,0,0.0,212.3,107.0,36.09,228.4,103.0,19.41,163.3,116.0,7.35,7.7,3.0,2.08,0,0
36.0,79.0,510,2803.0,0,0,0.0,147.0,72.0,24.99,165.7,102.0,14.08,243.2,107.0,10.94,8.4,9.0,2.27,1,0
23.0,139.0,510,1609.0,0,1,25.0,96.2,112.0,16.35,178.9,70.0,15.21,182.1,84.0,8.19,12.9,10.0,3.48,2,0
27.0,103.0,415,3599.0,0,0,0.0,263.4,118.0,44.78,179.1,69.0,15.22,214.7,112.0,9.66,10.3,2.0,2.78,0,0
37.0,98.0,415,2646.0,1,0,0.0,12.5,67.0,2.13,256.6,90.0,21.81,169.4,88.0,7.62,7.7,9.0,2.08,1,0
30.0,78.0,408,1368.0,0,0,0.0,162.3,116.0,27.59,192.4,86.0,16.35,240.6,100.0,10.83,10.1,3.0,2.73,2,0
0.0,50.0,408,1843.0,0,0,0.0,183.6,107.0,31.21,58.6,118.0,4.98,202.6,99.0,9.12,8.7,3.0,2.35,1,0
37.0,161.0,415,1826.0,0,0,0.0,178.1,109.0,30.28,146.5,86.0,12.45,137.6,78.0,6.19,8.5,2.0,2.3,1,0
16.0,67.0,408,2876.0,0,0,0.0,201.4,101.0,34.24,97.6,122.0,8.3,202.5,119.0,9.11,7.0,3.0,1.89,0,0
49.0,86.0,415,226.0,0,1,38.0,123.0,158.0,20.91,133.9,119.0,11.38,138.2,103.0,6.22,13.3,4.0,3.59,1,0
10.0,92.0,510,2497.0,0,0,0.0,208.0,125.0,35.36,198.9,76.0,16.91,76.4,97.0,3.44,8.6,6.0,2.32,0,0
32.0,174.0,415,686.0,0,0,0.0,239.2,72.0,40.66,188.5,124.0,16.02,105.6,116.0,4.75,8.8,3.0,2.38,1,0
35.0,124.0,510,1815.0,0,0,0.0,193.0,97.0,32.81,89.8,99.0,7.63,172.8,104.0,7.78,15.3,3.0,4.13,1,0
28.0,132.0,415,468.0,0,1,31.0,174.5,101.0,29.67,245.6,105.0,20.88,172.8,76.0,7.78,10.3,9.0,2.78,1,0
39.0,190.0,415,1769.0,0,1,26.0,116.7,71.0,19.84,145.9,88.0,12.4,175.1,103.0,7.88,9.9,3.0,2.67,1,0
11.0,101.0,510,785.0,0,0,0.0,93.8,127.0,15.95,150.0,104.0,12.75,241.1,116.0,10.85,10.7,2.0,2.89,1,0
50.0,185.0,415,4116.0,1,1,30.0,154.1,114.0,26.2,118.7,106.0,10.09,258.4,105.0,11.63,12.9,3.0,3.48,2,0
34.0,68.0,415,1149.0,0,1,29.0,239.5,82.0,40.72,203.8,105.0,17.32,167.8,70.0,7.55,9.9,6.0,2.67,0,0
16.0,117.0,510,3003.0,0,1,25.0,216.0,140.0,36.72,224.1,69.0,19.05,267.9,112.0,12.06,11.8,4.0,3.19,0,0
18.0,118.0,408,4128.0,0,0,0.0,187.4,97.0,31.86,177.8,89.0,15.11,233.4,97.0,10.5,12.2,6.0,3.29,1,0
38.0,124.0,415,3612.0,0,0,0.0,167.4,119.0,28.46,233.2,143.0,19.82,109.6,115.0,4.93,10.3,5.0,2.78,0,0
33.0,22.0,510,3442.0,0,0,0.0,160.4,108.0,27.27,218.1,88.0,18.54,192.9,115.0,8.68,12.5,4.0,3.38,1,0
23.0,75.0,415,2714.0,0,0,0.0,143.2,92.0,24.34,209.1,142.0,17.77,173.0,96.0,7.79,11.9,9.0,3.21,1,0
38.0,134.0,408,4292.0,0,0,0.0,205.3,122.0,34.9,240.5,155.0,20.44,179.1,107.0,8.06,5.0,9.0,1.35,1,0
24.0,164.0,408,3806.0,0,1,25.0,219.1,88.0,37.25,151.5,99.0,12.88,50.1,60.0,2.25,14.3,6.0,3.86,1,0
34.0,44.0,510,4233.0,0,0,0.0,143.2,77.0,24.34,169.8,114.0,14.43,215.8,77.0,9.71,7.6,4.0,2.05,1,0
21.0,177.0,415,4189.0,0,0,0.0,232.8,106.0,39.58,175.2,97.0,14.89,212.2,77.0,9.55,12.5,7.0,3.38,2,0
30.0,110.0,408,1614.0,0,0,0.0,162.0,81.0,27.54,247.5,89.0,21.04,155.5,99.0,7.0,8.9,8.0,2.4,0,0
50.0,53.0,415,527.0,0,1,27.0,25.9,119.0,4.4,206.5,96.0,17.55,228.1,64.0,10.26,6.5,7.0,1.76,1,0
34.0,108.0,415,906.0,0,0,0.0,154.2,123.0,26.21,112.3,86.0,9.55,246.4,75.0,11.09,15.4,4.0,4.16,4,1
21.0,80.0,408,318.0,0,0,0.0,322.3,113.0,54.79,222.0,95.0,18.87,162.8,123.0,7.33,6.7,8.0,1.81,0,1
23.0,158.0,408,2344.0,0,0,0.0,209.9,112.0,35.68,221.3,82.0,18.81,210.0,93.0,9.45,8.2,3.0,2.21,1,0
35.0,114.0,415,1865.0,0,0,0.0,191.5,88.0,32.56,175.2,78.0,14.89,220.3,118.0,9.91,0.0,0.0,0.0,0,0
27.0,64.0,408,3154.0,0,1,19.0,291.1,150.0,49.49,226.7,123.0,19.27,219.1,67.0,9.86,7.5,2.0,2.03,1,0
41.0,88.0,415,3651.0,0,0,0.0,215.6,115.0,36.65,216.2,85.0,18.38,171.3,65.0,7.71,11.8,1.0,3.19,3,0
44.0,82.0,510,4149.0,1,0,0.0,208.8,101.0,35.5,213.7,87.0,18.16,175.1,86.0,7.88,12.4,6.0,3.35,3,0
17.0,111.0,415,2555.0,0,0,0.0,255.9,97.0,43.5,204.1,129.0,17.35,171.3,84.0,7.71,12.3,5.0,3.32,3,0
26.0,60.0,408,1727.0,0,0,0.0,252.7,97.0,42.96,221.1,121.0,18.79,109.9,100.0,4.95,12.4,4.0,3.35,2,0
31.0,113.0,408,4962.0,0,0,0.0,132.1,72.0,22.46,247.5,107.0,21.04,246.2,123.0,11.08,6.9,6.0,1.86,3,0
9.0,109.0,408,2317.0,0,0,0.0,217.0,115.0,36.89,207.0,142.0,17.6,268.0,106.0,12.06,8.2,4.0,2.21,1,0
15.0,105.0,510,526.0,0,1,42.0,101.9,79.0,17.32,223.1,97.0,18.96,241.6,77.0,10.87,12.9,2.0,3.48,0,0
8.0,85.0,510,4884.0,0,0,0.0,211.5,100.0,35.96,184.6,88.0,15.69,164.3,131.0,7.39,13.3,4.0,3.59,2,0
1.0,131.0,510,2024.0,0,0,0.0,153.4,86.0,26.08,198.5,81.0,16.87,164.4,83.0,7.4,10.4,3.0,2.81,0,0
21.0,59.0,510,3706.0,0,0,0.0,166.3,95.0,28.27,239.3,87.0,20.34,123.2,108.0,5.54,10.0,3.0,2.7,2,0
41.0,148.0,408,3175.0,0,0,0.0,185.2,87.0,31.48,170.4,96.0,14.48,165.1,104.0,7.43,9.5,13.0,2.57,1,0
45.0,210.0,408,1758.0,0,0,0.0,104.6,121.0,17.78,149.5,71.0,12.71,255.1,67.0,11.48,6.5,8.0,1.76,2,0
0.0,115.0,415,292.0,0,0,0.0,245.2,105.0,41.68,159.0,109.0,13.52,229.9,74.0,10.35,7.2,8.0,1.94,0,0
13.0,106.0,510,2885.0,0,0,0.0,274.4,120.0,46.65,198.6,82.0,16.88,160.8,62.0,7.24,6.0,3.0,1.62,1,0
39.0,93.0,415,4161.0,0,0,0.0,98.4,78.0,16.73,249.6,129.0,21.22,248.2,114.0,11.17,14.2,4.0,3.83,1,0
17.0,57.0,415,888.0,0,1,29.0,279.9,121.0,47.58,223.1,109.0,18.96,251.7,94.0,11.33,13.0,2.0,3.51,1,0
28.0,98.0,510,1063.0,0,0,0.0,187.2,127.0,31.82,195.6,88.0,16.63,181.8,129.0,8.18,5.1,4.0,1.38,1,0
11.0,157.0,415,322.0,0,0,0.0,276.2,95.0,46.95,165.8,119.0,14.09,151.6,79.0,6.82,2.2,4.0,0.59,3,0
48.0,116.0,415,1915.0,0,1,35.0,200.4,104.0,34.07,272.8,89.0,23.19,214.5,100.0,9.65,8.3,4.0,2.24,1,0
49.0,30.0,510,4458.0,0,0,0.0,162.3,96.0,27.59,244.0,122.0,20.74,180.1,89.0,8.1,9.1,4.0,2.46,2,0
31.0,111.0,510,244.0,0,0,0.0,176.9,128.0,30.07,102.8,56.0,8.74,213.7,84.0,9.62,10.5,2.0,2.84,4,1
16.0,52.0,415,4536.0,0,0,0.0,165.5,78.0,28.14,205.5,89.0,17.47,213.6,124.0,9.61,12.2,6.0,3.29,0,0
1.0,72.0,415,847.0,0,0,0.0,217.8,93.0,37.03,189.7,113.0,16.12,182.6,91.0,8.22,10.4,5.0,2.81,4,0
31.0,135.0,510,3891.0,0,1,28.0,201.4,100.0,34.24,246.5,117.0,20.95,154.8,131.0,6.97,12.9,4.0,3.48,2,1
27.0,86.0,510,3360.0,0,0,0.0,190.5,115.0,32.39,179.6,130.0,15.27,258.5,89.0,11.63,10.1,5.0,2.73,3,0
8.0,98.0,415,12.0,0,1,29.0,179.9,97.0,30.58,189.2,89.0,16.08,164.3,76.0,7.39,12.8,7.0,3.46,3,0
50.0,151.0,510,2804.0,0,0,0.0,235.9,104.0,40.1,80.6,91.0,6.85,212.8,116.0,9.58,5.8,2.0,1.57,3,0
13.0,118.0,415,415.0,0,0,0.0,140.4,112.0,23.87,187.1,60.0,15.9,207.9,155.0,9.36,7.9,1.0,2.13,0,0
34.0,117.0,415,4655.0,0,0,0.0,144.6,115.0,24.58,258.8,66.0,22.0,253.2,113.0,11.39,7.4,9.0,2.0,2,0
24.0,55.0,510,1812.0,0,0,0.0,189.0,100.0,32.13,118.5,99.0,10.07,248.1,87.0,11.16,17.1,6.0,4.62,0,0
13.0,82.0,408,1326.0,0,0,0.0,101.0,93.0,17.17,155.6,104.0,13.23,304.4,93.0,13.7,13.3,2.0,3.59,0,0
12.0,152.0,415,3147.0,0,0,0.0,206.3,98.0,35.07,292.8,82.0,24.89,43.7,121.0,1.97,10.6,4.0,2.86,1,0
42.0,108.0,408,1282.0,0,1,15.0,165.1,85.0,28.07,267.0,93.0,22.7,250.7,114.0,11.28,10.9,4.0,2.94,1,0
35.0,98.0,408,2121.0,0,0,0.0,165.0,129.0,28.05,202.6,113.0,17.22,172.3,94.0,7.75,12.5,7.0,3.38,1,1
14.0,130.0,415,3980.0,0,0,0.0,155.9,95.0,26.5,256.1,97.0,21.77,262.9,103.0,11.83,11.7,3.0,3.16,3,0
9.0,136.0,408,3679.0,1,0,0.0,199.2,122.0,33.86,214.7,114.0,18.25,150.9,105.0,6.79,11.8,7.0,3.19,1,0
19.0,47.0,415,4453.0,0,0,0.0,155.3,116.0,26.4,188.2,85.0,16.0,247.0,73.0,11.12,12.3,4.0,3.32,3,0
36.0,189.0,415,2884.0,0,0,0.0,208.3,106.0,35.41,236.7,123.0,20.12,179.1,120.0,8.06,11.3,5.0,3.05,3,0
17.0,107.0,415,142.0,0,0,0.0,157.1,79.0,26.71,162.6,124.0,13.82,150.0,138.0,6.75,12.1,6.0,3.27,1,0
22.0,91.0,415,3302.0,0,0,0.0,154.4,165.0,26.25,168.3,121.0,14.31,239.9,81.0,10.8,11.7,4.0,3.16,5,1
29.0,159.0,415,1828.0,0,0,0.0,189.1,105.0,32.15,246.1,147.0,20.92,242.0,106.0,10.89,10.4,5.0,2.81,1,1
45.0,11.0,408,1652.0,0,1,24.0,131.5,98.0,22.36,230.2,111.0,19.57,283.7,87.0,12.77,10.0,3.0,2.7,2,0
34.0,167.0,415,4335.0,0,0,0.0,166.4,85.0,28.29,243.2,135.0,20.67,229.2,95.0,10.31,9.9,5.0,2.67,1,0
26.0,111.0,408,3792.0,0,0,0.0,142.3,75.0,24.19,122.8,106.0,10.44,229.5,94.0,10.33,12.8,9.0,3.46,2,0
46.0,99.0,408,3214.0,0,1,19.0,87.7,103.0,14.91,223.0,86.0,18.96,182.3,112.0,8.2,7.3,4.0,1.97,2,0
16.0,159.0,415,4616.0,0,1,19.0,184.1,78.0,31.3,194.5,71.0,16.53,225.6,101.0,10.15,16.9,3.0,4.56,0,0
45.0,114.0,415,2599.0,1,1,31.0,174.5,104.0,29.67,224.2,92.0,19.06,116.3,91.0,5.23,12.3,10.0,3.32,2,0
1.0,71.0,415,1838.0,0,0,0.0,103.3,103.0,17.56,138.5,79.0,11.77,164.8,98.0,7.42,9.0,2.0,2.43,2,0
38.0,122.0,415,1786.0,0,0,0.0,35.1,62.0,5.97,180.8,89.0,15.37,251.6,58.0,11.32,12.7,2.0,3.43,1,0
1.0,100.0,408,288.0,0,1,25.0,246.6,94.0,41.92,141.4,112.0,12.02,189.8,109.0,8.54,13.0,5.0,3.51,1,0
49.0,83.0,415,719.0,0,1,37.0,78.5,109.0,13.35,210.5,101.0,17.89,179.7,102.0,8.09,11.8,4.0,3.19,1,0
33.0,64.0,408,1209.0,0,0,0.0,148.1,73.0,25.18,164.9,101.0,14.02,216.0,125.0,9.72,12.3,2.0,3.32,5,1
42.0,105.0,408,1394.0,0,0,0.0,206.2,84.0,35.05,256.4,138.0,21.79,117.1,91.0,5.27,9.0,3.0,2.43,1,0
13.0,144.0,415,3919.0,0,1,33.0,251.6,87.0,42.77,197.6,118.0,16.8,209.2,97.0,9.41,12.2,3.0,3.29,2,0
50.0,106.0,415,580.0,1,1,26.0,270.3,111.0,45.95,215.2,90.0,18.29,254.0,133.0,11.43,14.4,7.0,3.89,1,1
43.0,19.0,510,4316.0,0,1,34.0,156.6,97.0,26.62,224.2,97.0,19.06,260.9,135.0,11.74,11.3,1.0,3.05,1,0
19.0,46.0,408,1562.0,0,0,0.0,139.4,81.0,23.7,223.7,113.0,19.01,173.1,77.0,7.79,13.6,6.0,3.67,1,0
14.0,127.0,510,1360.0,0,0,0.0,220.2,108.0,37.43,188.4,124.0,16.01,172.7,113.0,7.77,11.7,3.0,3.16,2,0
18.0,9.0,415,4350.0,0,1,39.0,214.1,108.0,36.4,169.2,115.0,14.38,189.7,117.0,8.54,10.1,3.0,2.73,1,0
5.0,157.0,415,3190.0,0,0,0.0,196.0,74.0,33.32,213.4,96.0,18.14,196.8,81.0,8.86,7.9,6.0,2.13,1,0
44.0,105.0,415,3030.0,0,0,0.0,106.4,71.0,18.09,240.1,83.0,20.41,147.7,114.0,6.65,5.3,4.0,1.43,6,1
22.0,105.0,415,934.0,0,1,29.0,179.4,113.0,30.5,275.4,100.0,23.41,246.1,105.0,11.07,10.0,5.0,2.7,0,0
30.0,155.0,408,1381.0,0,0,0.0,216.7,30.0,36.84,144.3,125.0,12.27,135.3,106.0,6.09,10.8,1.0,2.92,2,0
13.0,31.0,415,3231.0,0,0,0.0,177.3,129.0,30.14,152.8,105.0,12.99,162.9,92.0,7.33,5.1,2.0,1.38,0,0
47.0,161.0,415,2658.0,0,0,0.0,151.6,117.0,25.77,219.4,87.0,18.65,224.7,68.0,10.11,4.0,5.0,1.08,1,0
23.0,95.0,408,680.0,0,1,32.0,262.2,123.0,44.57,165.2,82.0,14.04,194.3,57.0,8.74,10.6,5.0,2.86,0,0
34.0,122.0,415,1322.0,0,0,0.0,173.6,110.0,29.51,91.7,84.0,7.79,211.7,103.0,9.53,9.7,7.0,2.62,3,0
20.0,37.0,415,4882.0,1,0,0.0,106.6,76.0,18.12,147.4,89.0,12.53,235.8,113.0,10.61,9.6,8.0,2.59,2,0
10.0,132.0,415,2139.0,0,0,0.0,193.3,106.0,32.86,128.3,94.0,10.91,162.1,119.0,7.29,11.6,4.0,3.13,5,1
11.0,119.0,408,4816.0,0,1,24.0,217.2,94.0,36.92,138.7,52.0,11.79,139.3,85.0,6.27,11.3,4.0,3.05,0,0
1.0,16.0,408,4010.0,0,0,0.0,209.5,89.0,35.62,172.8,85.0,14.69,94.1,102.0,4.23,8.8,4.0,2.38,1,0
6.0,99.0,408,152.0,0,0,0.0,95.4,105.0,16.22,207.2,101.0,17.61,136.0,117.0,6.12,5.6,5.0,1.51,1,0
5.0,76.0,408,4486.0,0,1,26.0,214.6,110.0,36.48,205.2,87.0,17.44,134.6,140.0,6.06,8.1,2.0,2.19,1,0
16.0,167.0,415,4324.0,0,0,0.0,131.6,120.0,22.37,211.3,96.0,17.96,168.3,97.0,7.57,11.1,4.0,3.0,4,1
31.0,129.0,415,1125.0,0,0,0.0,168.4,117.0,28.63,217.1,129.0,18.45,81.6,100.0,3.67,11.8,7.0,3.19,1,0
9.0,116.0,408,4823.0,0,0,0.0,146.4,123.0,24.89,176.6,113.0,15.01,212.6,102.0,9.57,7.8,5.0,2.11,1,0
4.0,60.0,415,164.0,1,0,0.0,183.0,110.0,31.11,206.7,93.0,17.57,203.8,119.0,9.17,11.1,6.0,3.0,1,0
16.0,128.0,415,1056.0,0,0,0.0,103.3,122.0,17.56,245.9,123.0,20.9,161.1,95.0,7.25,6.4,7.0,1.73,0,0
43.0,47.0,408,3403.0,0,1,28.0,112.2,70.0,19.07,154.8,106.0,13.16,166.7,105.0,7.5,10.6,2.0,2.86,0,0
23.0,40.0,510,1402.0,1,0,0.0,170.7,55.0,29.02,179.1,108.0,15.22,281.9,89.0,12.69,8.2,9.0,2.21,3,0
0.0,173.0,510,1167.0,0,0,0.0,172.5,78.0,29.33,142.6,91.0,12.12,102.0,63.0,4.59,10.9,2.0,2.94,0,0
37.0,157.0,510,339.0,0,1,30.0,194.3,107.0,33.03,243.2,108.0,20.67,322.2,114.0,14.5,7.1,5.0,1.92,1,0
25.0,66.0,408,4625.0,0,1,32.0,187.8,117.0,31.93,129.8,90.0,11.03,132.3,113.0,5.95,12.0,3.0,3.24,2,0
